ICAOIATAKEY,ICAOCODE,IATACODE,DESCRIPTION,LAT,LON
168,SVLF,LFR,LA FRIA,8.239167,-72.271028
2140,DXXX,LFW,LOME TOKOIN,6.165611,1.254511
2145,EBLG,LGG,LIEGE BIERSET,50.637417,5.443222
2219,YLEC,LGH,LEIGH CREEK,-30.598333,138.425833
1021,MYLD,LGI,DEADMANS CAY,23.179014,-75.093597
3252,WMKL,LGK,LANGKAWI,6.329728,99.728667
1805,EDWL,LGO,LANGEOOG,53.7425,7.49778
3146,RPLP,LGP,LEGAZPI,13.157064,123.746247
4040,SENL,LGQ,LAGO AGRIO,,
3187,SAMM,LGS,MALARGUE,-35.493597,-69.574267
435,EGKK,LGW,LONDON GATWICK,51.148056,-0.190278
598,EDTL,LHA,LAHR,48.3693,7.82772
2917,OPLA,LHE,LAHORE ALLAMA IQBAL INTL.,31.521564,74.403594
2226,YLRD,LHG,LIGHTNING RIDGE,-29.4567,147.984
2549,EGLL,LHR,LONDON HEATHROW,51.4775,-0.461389
1303,EHVB,LID,VALKENBURG LEIDEN,52.166139,4.417944
2507,FZFA,LIE,LIBENGE,,
1050,NWWL,LIF,LIFOU,-20.7748,167.239864
783,LFBL,LIG,LIMOGES BELLEGARDE,45.862778,1.179444
2840,PHLI,LIH,LIHUE,21.975983,-159.338958
875,LFQQ,LIL,LILLE LESQUIN,50.561942,3.089444
2750,SPIM,LIM,LIMA,-12.021889,-77.114319
1522,LIML,LIN,MILAN LINATE,45.445103,9.276739
298,MRLM,LIO,LIMON INTERNATIONAL,9.957961,-83.022006
3290,SBLN,LIP,LINS,-21.664039,-49.730519
297,MRLB,LIR,DANIEL ODUBER,10.593289,-85.544408
3464,LPPT,LIS,LISBON,38.781311,-9.135919
2666,VYLK,LIW,LOIKAW,19.691494,97.214825
1163,LJLJ,LJU,LJUBLJANA,46.223686,14.457611
101,PALK,LKK,KULIK LAKE,,
1363,ENNA,LKL,LAKSELV BANAK,70.068814,24.973489
1359,ENLK,LKN,LEKNES,68.1525,13.6094
2605,VILK,LKO,LUCKNOW,26.760594,80.889339
477,EGUL,LKZ,LAKENHEATH,52.409333,0.561
3773,ESPA,LLA,LULEA KALLAX,65.543758,22.121989
628,FAMN,LLE,MALELANE,-25.473603,31.565828
3034,YCGO,LLG,CHILLAGOE,,
661,HALL,LLI,LALIBELA,11.975014,38.979969
2487,FWKI,LLW,LILONGWE KAMUZU,-13.789378,33.781
358,6B8,LLX,CALEDONIA CO,,
2488,FWSM,LMB,SALIMA,,
3606,LFRM,LME,LE MANS ARNAGE,47.948611,0.201667
3579,MMLM,LMM,LOS MOCHIS,25.685194,-109.080806
2972,WBGJ,LMN,LIMBANG,4.808303,115.010439
466,EGQS,LMO,LOSSIEMOUTH,57.705214,-3.339169
3680,LICD,LMP,LAMPEDUSA,35.497914,12.618083
954,HLMB,LMQ,MARSA BREGA,30.378139,19.576444
3822,FALC,LMR,LIME ACRES FINSCH MINE,,
2220,YLEO,LNO,LEONORA,-28.8781,121.315
366,AYKY,LNV,LIHIR/KUNAYE,,
2841,PHLN,LNY,LANAI,,
2847,PHNY,LNY,LANAI CITY,20.785611,-156.951419
1185,LOWL,LNZ,LINZ,48.233219,14.187511
2225,YLOR,LOA,LORRAINE,,
4058,VTUL,LOE,LOEI,17.439133,101.722064
323,HKLO,LOK,LODWAR,3.121967,35.608692
1765,DAUL,LOO,LAGHOUAT,33.764383,2.928344
2120,DNMM,LOS,LAGOS MURTALA MUHA,6.577369,3.321156
3588,MMMV,LOV,MONCLOVA,26.955733,-101.470136
2079,GCLP,LPA,GRAN CANARIA,27.931886,-15.386586
2726,SLLP,LPB,LA PAZ,-16.513339,-68.192256
3184,SADL,LPG,LA PLATA,-34.972222,-57.894694
3780,ESSL,LPI,LINKOPING-SAAB,58.40615,15.680508
2547,UUOL,LPK,LIPETSK,52.7028,39.5378
1879,EGGP,LPL,LIVERPOOL,53.333611,-2.849722
1836,EFLP,LPP,LAPPEENRANTA,61.044553,28.144397
2610,VLLB,LPQ,LUANG PHABANG INTL,19.897914,102.160764
2642,VTCL,LPT,LAMPANG,18.270933,99.504167
3799,EVLA,LPX,LIEPAJA,56.5175,21.096944
810,LFHP,LPY,LE PUY LOUDES,45.080689,3.762889
3651,LGLR,LRA,LARISA,39.650253,22.4655
622,ETUL,LRC,LAARBRUCH AB,,
9,YLRE,LRE,LONGREACH,-23.4342,144.28
780,LFBH,LRH,LA ROCHELLE LALEU,46.1792,-1.19528
2139,DXNG,LRL,NIAMTOUGOU,9.767333,1.09125
3542,MDLR,LRM,LA ROMANA,18.450711,-68.911833
1763,OISL,LRR,LAR,27.674725,54.383278
3602,LFRH,LRT,LORIENT LANN-BIHOU,47.760555,-3.44
3360,SCSE,LSC,LA SERENA LA FLORIDA,-29.916233,-71.199522
2667,VYLS,LSH,LASHIO,22.977881,97.752183
448,EGPB,LSI,SUMBURGH,59.878889,-1.295556
2003,SVJC,LSP,JOSEFA CAMEJO INTL,11.780775,-70.151497
3353,SCGE,LSQ,LOS ANGELES-MARIA DOLORES,-37.401731,-72.425444
102,PALS,LSR,LOST RIVER 1,,
2009,TFFS,LSS,LES SAINTES TERRE DE HAUT,15.8644,-61.5806
15,YMLT,LST,LAUNCESTON,-41.545278,147.214167
2224,YLIS,LSY,LISMORE,-28.8303,153.26
694,LDLO,LSZ,LOSINJ,,
3845,FATZ,LTA,TZANEEN,-23.824417,30.329306
1108,HLTD,LTD,GHADAMES,30.151695,9.715305
3900,OSLK,LTK,LATAKIA BASEL AL ASSAD,35.401094,35.948681
1880,EGGW,LTN,LUTON,51.874722,-0.368333
3582,MMLT,LTO,LORETO,25.989194,-111.348361
773,LFAT,LTQ,LE TOUQUET,50.517385,1.620587
3627,LFTZ,LTT,LA MOLE,43.2054,6.482
344,2W6,LTW,DUKE REGL AT ST MARY'S,,
3371,SELT,LTX,LATACUNGA-COTOPAXI,-0.906833,-78.615756
3953,NFNH,LUC,LAUCALA,,
2494,FYLZ,LUD,LUDERITZ,-26.6874,15.2429
3491,LSZA,LUG,LUGANO,46.004275,8.910578
1208,FLLS,LUN,LUSAKA INT,-15.330817,28.452628
1258,FNUE,LUO,LUENA,-11.768086,19.897672
3195,SAOU,LUQ,SAN LUIS,-33.273192,-66.356422
1336,ELLX,LUX,LUXEMBOURG,49.626575,6.211517
863,LFOV,LVA,LAVAL ENTRAMMES,48.031361,-0.742986
1207,FLLI,LVI,LIVINGSTONE,-17.821756,25.822692
2228,YLTN,LVO,LAVERTON,-28.6136,122.424
2794,OIBV,LVP,LAVAN ISLAND,26.8103,53.356289
2218,YLAH,LWH,LAWN HILL,,
2023,UDSG,LWN,SHIRAK,40.750369,43.859342
263,UKLL,LWO,LVIV,49.8125,23.956111
1299,EHLW,LWR,LEEUWARDEN,53.228611,5.760556
4101,ZULS,LXA,GONGGAR,29.297778,90.911944
937,HELX,LXR,LUXOR,25.671028,32.706583
3650,LGLM,LXS,LIMNOS,39.917072,25.236308
3760,ESNL,LYC,LYCKSELE,64.548322,18.716219
1865,EGDL,LYE,LYNEHAM,51.505144,-1.993428
834,LFLY,LYN,LYON BRON,45.727172,4.944275
2911,OPFA,LYP,FAISALABAD-LYALLPUR,31.365014,72.994842
1371,ENSB,LYR,SVALBARD(LONGYEAR),78.246111,15.465556
824,LFLL,LYS,LYON SAINT EXUPERY,45.726387,5.090833
417,EGMD,LYX,LYDD,50.956111,0.939167
2229,YLZI,LZR,LIZARD ISLAND,-14.673056,145.454444
1094,OERY,M99,SALINE COUNTY,,
2625,VOMM,MAA,MADRAS CHENNAI,12.994414,80.180517
3293,SBMA,MAB,MARABA,-5.368589,-49.138025
752,LEMD,MAD,MADRID BARAJAS,40.493556,-3.566764
1284,AYMD,MAG,MADANG,-5.207083,145.7887
754,LEMH,MAH,MENORCA,39.862597,4.218647
3128,RMAJ,MAJ,MARSHALL ISLANDS INTL,,
2857,PKMJ,MAJ,MARSHALL ISLANDS INTERNATIONAL,7.064758,171.272022
1121,HSSM,MAK,MALAKAL,9.558969,31.652242
3583,MMMA,MAM,MATAMOROS,25.769894,-97.525311
1860,EGCC,MAN,MANCHESTER INTL,53.353744,-2.27495
2592,SBEG,MAO,MANAUS EDUARDO GOMES,-3.038611,-60.049721
2377,VTPM,MAQ,MAE SOT AERO,16.699856,98.545056
169,SVMC,MAR,MARACAIBO,10.558208,-71.727856
367,AYMO,MAS,MOMOTE,-2.06189,147.424
644,GOSM,MAX,MATAM/OURO SOGUI,15.593611,-13.322778
204,TJMZ,MAZ,MAYAGUEZ,18.255694,-67.148472
2878,PRMA,MAZ,EUGENIO MARIA DE HOSTOS,,
327,HKMO,MBA,MOMBASA-MOI,-4.034833,39.59425
103,PAMB,MBAP,MANOKOTAK,58.990278,-159.05
2232,YMBL,MBB,MARBLE BAR,,
3827,FAMM,MBD,MAFIKENG INTL,-25.798444,25.548028
2424,RJEB,MBE,NEW MONBETSU,44.303914,143.404028
2264,YMYB,MBH,MARYBOROUGH,-25.5133,152.715
1130,HTMB,MBI,MBEYA,,
3554,MKJS,MBJ,MONTEGO BAY,18.503717,-77.913358
1139,HUMA,MBQ,MBARARA,,
3171,RPVJ,MBT,MASBATE,12.3694,123.629
2244,YMMB,MBW,MELBOURNE/MOORABBIN,-37.975833,145.102222
1164,LJMB,MBX,MARIBOR,46.479861,15.686131
104,PAMC,MCG,MCGRATH,62.9529,-155.606
3373,SEMH,MCH,MACHALA-GENERAL M SERRANO,-3.268903,-79.961572
2695,SKLM,MCJ,LA MINA,11.232528,-72.490139
3299,SBMQ,MCP,MACAPA,0.050664,-51.072178
1158,OOMS,MCT,MUSCAT-SEEB,23.593278,58.284444
782,LFBK,MCU,MONTLUCON-GUERET,46.222644,2.363964
2240,YMHU,MCV,MCARTHUR RIVER MINE,-16.4425,136.084
391,URML,MCX,MAKHACHKALA/UYTASH,42.816822,47.652294
3887,YBMC,MCY,MAROOCHYDORE,-26.603333,153.091111
3933,YBSU,MCY,SUNSHINE COAST,,
3298,SBMO,MCZ,MACEIO CAMPO DOS PALMARES,-9.510808,-35.791678
1497,WAMM,MDC,MANADO RATULANG,1.549447,124.925878
2710,SKRG,MDE,RIONEGRO JOSE MARIA CORDOVA,6.164536,-75.423119
2965,ZYMD,MDG,MUDANJIANG / HAILANG,44.524072,129.568972
4014,S33,MDJ,MADRAS MUNI,,
2506,FZEA,MDK,MBANDAKA,0.0226,18.288744
2668,VYMD,MDL,MANDALAY INTL,21.702156,95.977928
2906,VYCZ,MDL,CHANMYATHAZI,,
61,PADM,MDM,MARSHALL DON HUNTER SR,61.8646418,-162.026111
105,PAMD,MDO,MIDDLETON ISLAND,,
2561,SAZM,MDQ,MAR DEL PLATA,-37.934167,-57.573333
2865,PMDY,MDY,HENDERSON FIELD,28.201725,-177.380636
3186,SAME,MDZ,MENDOZA,-32.831717,-68.792856
3294,SBME,MEA,MACAE,-22.343,-41.766
13,YMEN,MEB,MELBOURNE ESSENDON,-37.728056,144.901944
3374,SEMT,MEC,MANTA-ELOY ALFARO,-0.946078,-80.678808
1088,OEMA,MED,MADINAH/PRINCE MOHAMMAD,24.553422,39.705061
1052,NWWR,MEE,MARE LA ROCHE,-21.481678,168.037508
1249,FNMA,MEG,MALANJE,-9.525086,16.312406
1360,ENMH,MEH,MEHAMN,,
3397,GMFM,MEK,MEKNES,33.879067,-5.515125
16,YMML,MEL,MELBOURNE INT,-37.673333,144.843333
850,LFNB,MEN,MENDE BRENOUX,44.502108,3.532819
1547,WIMM,MES,MEDAN,3.558056,98.671722
4028,SBMD,MEU,MONTE DOURADO,-0.889839,-52.60225
3589,MMMX,MEX,MEXICO CITY,19.436303,-99.072097
3829,FAMS,MEZ,MORNINGSIDE FARM,-25.704458,26.908978
1129,HTMA,MFA,MAFIA,-7.913889,39.665
1262,FOOD,MFF,MOANDA,,
4000,RCMT,MFK,BEIGAN,26.224153,120.00275
2613,VMMC,MFM,MACAU,22.149556,113.591558
1988,PMFN,MFN,MINUTEMAN LAKE SEAPLANE BASE,,
2126,DRRM,MFQ,MARADI,13.502531,7.126753
1209,FLMF,MFU,MFUWE,-13.258878,31.936581
289,MNMG,MGA,MANAGUA INTL,12.141494,-86.168178
2259,YMTG,MGB,MOUNT GAMBIER,-37.7456,140.785
4029,SBMG,MGF,REGL DE MARINGA - SILVIO NAME,-23.476392,-52.016406
3826,FAMG,MGH,MARGATE,-30.857408,30.343019
2177,EDLN,MGL,MONCHENGLADBACH,51.230356,6.504494
2698,SKMG,MGN,MAGANGUE,9.284739,-74.846092
3452,HCMM,MGQ,MOGADISHU,2.01444,45.3047
2237,YMGB,MGT,MILINGIMBI,-12.0944,134.894
2238,YMGT,MGV,MARGRET RIVER,,
2669,VYME,MGZ,MYEIK,12.439797,98.621478
2806,OIMM,MHD,MASHHAD,,
2168,EDFM,MHG,MANNHEIM-CITY,49.472706,8.514264
1004,MYAM,MHH,MARSH HARBOUR,26.511406,-77.083472
106,PAMH,MHM,MINCHUMINA,63.886111,-152.301944
2239,YMHO,MHO,MOUNT HOUSE,,
2052,UMMM,MHP,MINSK,53.864472,27.539683
1837,EFMA,MHQ,MARIEHAMN,60.122203,19.898156
3714,YHOT,MHU,MOUNT HOTHAM,-37.0475,147.334
478,EGUN,MHZ,MILDENHALL,52.361933,0.486406
3584,MMMD,MID,MERIDA,20.936981,-89.657672
2406,E01,MIF,HURD MEML,,
3296,SBML,MII,MARILIA,-22.196892,-49.9264
1838,EFMI,MIK,MIKKELI,61.6866,27.201794
2236,YMER,MIM,MERIMBULA,-36.9086,149.901
2252,YMPA,MIN,MINNIPA,,
2132,DTMB,MIR,MONASTIR,35.758056,10.754722
2119,DNMA,MIU,MAIDUGURI,11.855347,13.08095
1783,DIMN,MJC,MAN,7.272069,-7.587364
2919,OPMJ,MJD,MOENJODARO,27.335156,68.143053
1362,ENMS,MJF,MOSJOEN KJAERSTAD,65.783997,13.214914
338,HLLM,MJI,TRIPOLI MITIGA,32.8941,13.276
2524,FZWA,MJM,MBUJI MAYI,-6.121236,23.569008
1231,FMNM,MJN,MAHAJANGA AMBOROVY,-15.667144,46.351828
2243,YMJM,MJP,MANJIMUP,,
3654,LGMT,MJT,MITILINI,39.056667,26.598333
750,LELC,MJV,MURCIA SAN JAVIER,37.774972,-0.812389
240,UERR,MJZ,MIRNYI,62.534689,114.038928
3861,FCOM,MKJ,MAKOUA,,
2842,PHMK,MKK,KAUNAKAKAI,21.152886,-157.096256
1042,NTGM,MKP,MAKEMO,-16.583919,-143.658369
1492,WAKK,MKQ,MERAUKE/MOPAH,-8.520294,140.418453
12,YMEK,MKR,MEEKATHARRA,-26.6117,118.548
662,HAMA,MKS,MEKANE SELAM,10.633333,38.783333
1265,FOOK,MKU,MAKOKOU,0.579211,12.890908
1506,WASR,MKW,RENDANI,-0.891833,134.049183
3888,YBMK,MKY,MACKAY,-21.171667,149.179722
3253,WMKM,MKZ,MALACCA,2.263361,102.251553
1180,LMML,MLA,MALTA LUQA,35.857497,14.4775
2635,VRMM,MLE,MALE INTL,4.191833,73.529128
3615,LFSB,MLH,BASLE-MULHOUSE,47.589583,7.529914
3586,MMMM,MLM,MORELIA,19.849944,-101.0255
3228,GEML,MLN,MELILLA,35.279817,-2.956256
3653,LGML,MLO,MILOS,36.696111,24.4775
3156,RPMM,MLP,MALABANG,,
2234,YMCT,MLR,MILLICENT,,
3391,GLMR,MLW,MONROVIA SPRIGGS PAYNE,6.289061,-10.758722
3505,LTAT,MLX,ERHAC MALATYA,38.435347,38.091006
2775,SUMO,MLZ,MELO-CERRO LARGO,,
279,RJCM,MMB,MEMANBETSU,43.880606,144.164053
445,EGNV,MME,DURHAM TEES VALLEY,54.509189,-1.429406
2249,YMOG,MMG,MOUNT MAGNET,-28.1161,117.842
1753,RJAF,MMJ,MATSUMOTO,36.166758,137.922669
269,ULMM,MMK,MURMANSK,68.781672,32.750822
2245,YMMU,MMM,MIDDLEMOUNT,,
357,6B6,MMN,MINUTE MAN,,
3133,ROMD,MMO,MINAMIDAITO,25.846533,131.263494
3753,ESMS,MMX,MALMO STURUP,55.530193,13.371639
3134,ROMY,MMY,MIYAKOJIMA,24.782833,125.295111
2456,FQNC,MNC,NACALA,-14.488233,40.71225
4066,YMGD,MNG,MANINGRIDA,-12.0561,134.234
217,TRPM,MNI,W H BRAMLE,,
1239,FMSM,MNJ,MANANJARI,-21.201772,48.358317
1031,NGMA,MNK,MAIANA,0.933333,173
3145,RPLL,MNL,MANILA-NINOY AQUINO INTL,14.508647,121.019581
638,FZRA,MNO,MANANO,,
2261,YMTO,MNQ,MONTO,,
1210,FLMG,MNR,MONGU,-15.254542,23.162306
635,FLMA,MNS,MANSA,,
2671,VYMM,MNU,MAWLAMYINE,16.444747,97.660669
3300,SBMY,MNX,MANICORE,-5.811381,-61.278319
994,MUMO,MOA,MOA,20.654114,-74.922114
3295,SBMK,MOC,MONTES CLAROS,-16.706925,-43.8189
2672,VYMS,MOG,MONG HSAT,20.516758,99.256825
1361,ENML,MOL,MOLDE-ARO,62.744722,7.2625
2286,YOOM,MOO,MOOMBA,,
1226,FMMV,MOQ,MORONDAVA,-20.28475,44.317614
108,PAMO,MOS,MOSES POINT,62.0954,-163.682
1989,PMOS,MOS,MOSES POINT,,
2867,PMOU,MOU,MOUNTAIN VILLAGE,,
2253,YMRB,MOV,MORANBAH,-22.0578,148.077
3962,NTTM,MOZ,TEMAE,-17.489972,-149.761869
2492,FYKM,MPA,KATIMA MULILO,-17.6344,24.1767
4013,RPVE,MPH,CATICLAN,11.924503,121.95405
1994,RKJM,MPK,MOKPO,34.758906,126.379872
846,LFMT,MPL,MONTPELLIER MEDITERANEE,43.576194,3.963014
2454,FQMA,MPM,MAPUTO,-25.920836,32.572606
1292,EGYP,MPN,MT PLEASANT,-51.822777,-58.447222
2033,UKCM,MPW,MARIUPOL,47.0761,37.4496
1999,SOOA,MPY,MARIPASOULA,3.6575,-54.037222
699,LFVM,MQC,MIQUELON,47.095472,-56.380278
401,USCM,MQF,MAGNITOGORSK,53.393131,58.755661
2241,YMIA,MQL,MILDURA,-34.2292,142.086
3533,LTCR,MQM,MARDIN,37.2233,40.6317
1369,ENRA,MQN,MOIRANA ROSSVOLL,66.3639,14.3014
3818,FAKN,MQP,KRUGER MPUMALANGA,-25.3832,31.1056
2468,FTTD,MQQ,MOUNDOU,8.624406,16.071419
2709,SKQU,MQU,MARIQUITA,5.212556,-74.883647
3446,HAMK,MQX,MAKALE,13.467367,39.533464
1150,HLMS,MRA,MISURATA,,
170,SVMD,MRD,ALBERTO CARNEVALLI,8.582294,-71.161186
2231,YMBA,MRG,MAREEBA,,
109,PAMR,MRI,MERRILL FIELD,61.213544,-149.844447
3973,NZMS,MRO,MASTERTON,-40.973333,175.633611
2981,YALA,MRP,MARLA,,
3165,RPUW,MRQ,MARINDUQUE,13.360967,121.825583
840,LFML,MRS,MARSEILLE PROVENCE,43.435555,5.213611
1194,FIMP,MRU,MAURITIUS SIR SEEWOOSAGUR RAM,-20.430235,57.6836
392,URMM,MRV,MINERALNYYE VODY,44.225072,43.081889
1325,EKMB,MRW,LOLLAND FAISTER/ MARIBO,54.699344,11.440117
1488,OIAM,MRX,MAHSHAHR,30.556192,49.151879
2251,YMOR,MRZ,MOREE,-29.4989,149.845
2414,CZMD,MSA,MUSKRAT DAM,53.4414,-91.7628
418,EGMH,MSE,MANSTON,51.342222,1.346111
1157,OOMA,MSH,MASIRAH,20.675434,58.890467
3100,RJSM,MSJ,MISAWA,40.703222,141.368364
1274,UMMS,MSQ,MINSK 2,53.882469,28.030731
2051,UMLI,MSQ1,MACHULISCHI,,
710,LTCK,MSR,MUS AB,38.747769,41.661236
1294,EHBK,MST,MAASTRICHT,50.911658,5.770144
2489,FXMM,MSU,MASERU MOSHOESHOE,-29.462256,27.552503
316,HHMS,MSW,MASSAWA,15.669989,39.370103
1251,FNMO,MSZ,MOCAMEDES,-15.261222,12.146756
2257,YMSF,MTD,MOUNT SANDFORD STATION,,
2739,SNMA,MTE,MONTE ALEGRE,,
110,PAMT,MTF,METRO FLD,,
666,HAMT,MTF,MIZAN TEFERI,6.967,35.533
2246,YMND,MTL,MAITLAND,-32.7033,151.488
2242,YMIT,MTQ,MITCHELL,,
2699,SKMR,MTR,MONTERIA-LOS GARZONES,8.823744,-75.825831
3864,FDMS,MTS,MANZINI,-26.529022,31.307519
3587,MMMT,MTT,MINATITLAN,18.103419,-94.580681
3590,MMMY,MTY,MONTERREY,25.778489,-100.106878
3856,FBMN,MUB,MAUN,-19.972564,23.431086
2159,EDDM,MUC,MUNICH,48.353783,11.786086
2843,PHMU,MUE,WAIMEA KOHALA,20.001328,-155.668108
310,HEMM,MUH,MERSA MATRUH,31.325356,27.221689
173,SVMT,MUN,MATURIN,9.749067,-63.1534
1512,WBGM,MUR,MARUDI,4.1775,114.321944
2920,OPMT,MUX,MULTAN,30.203222,71.419111
689,HTMU,MUZ,MUSOMA,-1.483,33.8
1267,FOON,MVB,FRANCEVILLE,-1.656156,13.438036
2776,SUMU,MVD,MONTEVIDEO,-34.838417,-56.030806
4030,SBMS,MVF,DIX SEPT ROSADO,-5.201919,-37.364347
2700,SKMU,MVP,MITU,1.253664,-70.233878
2053,UMOO,MVQ,MOGILEV,53.9549,30.0951
1199,FKKL,MVR,MAROUA SALAK,10.451392,14.257361
2481,FVMV,MVZ,MASVINGO,-20.055333,30.859111
2255,YMRW,MWB,MORAWA,,
2918,OPMI,MWD,MIANWALI,32.563089,71.570681
686,HSMR,MWE,MEROWE,,
3918,VYMW,MWQ,MAGWAY,20.165453,94.941185
4008,RKJB,MWX,MUAN INTL,34.991389,126.382778
1132,HTMW,MWZ,MWANZA,-2.444486,32.932667
368,AYMR,MXH,MORO,-6.36333,143.238
2121,DNMN,MXJ,MINNA,9.652172,6.462256
3585,MMML,MXL,MEXICALI,32.630634,-115.241637
1240,FMSR,MXM,MOROMBE,-21.753867,43.375533
3612,LFRU,MXN,MORLAIX PLOUJEAN,48.603222,-3.815783
2369,LIMC,MXP,MILAN MALPENSA,45.630606,8.728111
2263,YMWA,MXU,MULLEWA,,
3748,ESKM,MXX,MORA,60.957908,14.511383
2256,YMRY,MYA,MORUYA,-35.8978,150.144
2786,SVBS,MYC,MARACAY-MARISCAL SUCRE,10.249978,-67.649419
326,HKML,MYD,MALINDI,-3.22931,40.1017
570,RJTQ,MYE,MIYAKE-JIMA,34.0736,139.56
2262,YMUI,MYI,MURRAY ISLAND,-9.91667,144.055
3089,RJOM,MYJ,MATSUYAMA,33.827222,132.699722
2062,UTAM,MYP,MARY,37.6194,61.8967
2626,VOMY,MYQ,MYSORE,12.3072,76.6497
2670,VYMK,MYT,MYITKYINA,25.383636,97.351919
111,PAMY,MYU,MEKORYUK,60.3714,-166.271
1131,HTMT,MYW,MTWARA,-10.339058,40.181781
1513,WBGR,MYY,MIRI,4.322014,113.986806
2455,FQMP,MZB,MOCIMBOA DA PRAIA,-11.361789,40.354875
1748,RCQC,MZG,MAGONG,23.568669,119.628311
3503,LTAP,MZH,MERZIFON,40.829375,35.521992
2528,GAMB,MZI,MOPTI-AMBODEDJO,14.512803,-4.079561
2701,SKMZ,MZL,MANIZALES,5.029597,-75.464708
3617,LFSF,MZM,METZ FRESCATY,49.071667,6.131667
995,MUMZ,MZO,MANZANILLO / SIERRA MAESTRA,20.288172,-77.0893
3830,FAMU,MZQ,MKUZI,-27.626086,32.044275
1074,OAMS,MZR,MAZAR-I-SHARIF,36.706914,67.209678
3591,MMMZ,MZT,MAZATLAN,23.161356,-106.266072
3828,FAMO,MZY,MOSSEL BAY,,
2267,YNBR,NAA,NARRABRI,-30.3192,149.827
2270,YNRC,NAC,NARACOORTE,,
1436,VANP,NAG,NAGPUR,21.092192,79.047183
2022,UBBN,NAJ,NAKHCHIVAN,39.1888,45.4584
2658,VTUN,NAK,NAKHON RATCHASIMA-KHORAT,14.934514,102.078639
2386,VTUQ,NAKV,NAKHON RATCHASIMA,14.949497,102.312736
393,URMN,NAL,NALCHIK,43.5129,43.6366
1027,NFFN,NAN,NADI,-17.755392,177.443378
988,LIRN,NAP,NAPOLI / CAPODICHINO,40.886033,14.290781
492,BGQQ,NAQ,QAANAAQ,77.4886,-69.3887
1023,MYNN,NAS,NASSAU,25.038958,-77.466231
3302,SBNT,NAT,NATAL AUGUSTO SEVERO,-5.911417,-35.247717
1043,NTGN,NAU,NAPUKA,,
3509,LTAZ,NAV,NEVSEHIR/TUZKOY,38.771867,34.53455
2649,VTSC,NAW,NARATHIWAT,6.519922,101.7434
2073,UWKE,NBC,BEGISHEVO,55.34,52.06
4086,DTNZ,NBE,ZINE EL ABIDINE BEN ALI,36.075833,10.438611
321,HKJK,NBO,NAIROBI-KENYATTA,-1.319167,36.9275
940,MUGM,NBW,GUANTANAMO LEEWARD POINT,19.906458,-75.207056
714,MBNC,NCA,NORTH CAICOS,21.917475,-71.939561
841,LFMN,NCE,NICE COTE D'AZUR,43.658411,7.215872
444,EGNT,NCL,NEWCASTLE,55.0375,-1.691667
3831,FANC,NCS,NEWCASTLE,-27.770586,29.976894
411,UTNN,NCU,NUKUS,42.4884,59.6233
828,LFLP,NCY,ANNECY MEYTHET,45.929233,6.098764
3427,GQPP,NDB,NOUADHIBOU,20.933067,-17.029956
4107,VAND,NDC,NANDED,19.1833,77.3167
2966,ZYQQ,NDG,QIQIHAR / SANJIAZI,47.239628,123.918131
2469,FTTJ,NDJ,N'DJAMENA,12.133689,15.034019
665,HAMN,NDM,MENDI,,
643,GMMW,NDR,ARWI,34.9888,-3.02821
3398,GMFN,NDR,NADOR,,
2497,FYRU,NDU,RUNDU,-17.956461,19.719439
1873,EGES,NDY,SANDAY,59.2503,-2.57667
238,UELL,NER,NERYUNGERI CHULMAN,56.9139,124.914
2010,TKPN,NEV,VANCE WINKWORTH AMORY,17.205678,-62.589869
922,YYNG,NGA,YOUNG,,
2949,ZSNB,NGB,NINGBO,29.826683,121.461906
2013,TUPA,NGD,AUGUSTE GEORGE/ANEGADA,,
1200,FKKN,NGE,NGAOUNDERE,7.357011,13.559242
2844,PHNG,NGF,KANEOHE BAY MCAF,21.450453,-157.768
2823,PGNG,NGM,AGANA NAS,,
2439,RJGG,NGO,CHUBU CENTRAIR,34.858414,136.805408
2936,RJNN,NGO,NAGOYA,,
2438,RJFU,NGS,NAGASAKI,32.916944,129.913611
1245,FNGI,NGV,N'GIVA,-17.043464,15.683822
2394,VVNT,NHA,NHATRANG,12.227467,109.192322
1940,OMDM,NHD,DUBAI MINHAD,25.02694,55.36611
1117,HSNW,NHF,NEW HALFA,,
483,EGWU,NHT,NORTHOLT,51.553,-0.418167
3960,NTMD,NHV,NUKU-HIVA,-8.795603,-140.228789
2127,DRRN,NIM,NIAMEY DIORI HAMANI,13.481547,2.183614
785,LFBN,NIT,NIORT,46.311303,-0.401503
2529,GANR,NIX,NIORO,,
3105,RJTA,NJA,ATSUGI,35.454611,139.450167
2059,USNN,NJC,NIZHNEVARTOVSK,60.949272,76.483617
3994,ORNI,NJF,AL-ASHRAF INTL,31.991667,44.404167
668,HANJ,NJO,NEJO,,
3424,GQNN,NKC,NOUAKCHOTT,18.097856,-15.947956
2950,ZSNJ,NKG,NANJING LUKOU,31.742042,118.862025
2443,RJNA,NKM,NAGOYA,35.255,136.924
1211,FLND,NLA,NDOLA,-12.998139,28.664944
3593,MMNL,NLD,NUEVO LAREDO-QUETZALCOATL,27.443918,-99.57046
347,3TR,NLE,TYLER MEML,,
3063,YDNI,NLF,DARNLEY ISLAND,-9.58333,143.767
1890,YSNF,NLK,NORFOLK ISLAND,-29.041625,167.938742
2277,YNUL,NLL,NULLAGINE,,
